,label,combined_symptoms
1471,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
1472,Alcoholic hepatitis, yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload           
1473,Alcoholic hepatitis, vomiting  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload           
1474,Alcoholic hepatitis, vomiting  yellowish skin  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload           
1475,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  distention of abdomen  history of alcohol consumption  fluid overload           
1476,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  history of alcohol consumption  fluid overload           
1477,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  fluid overload           
1478,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption           
1479,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
1480,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
1481,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
1482,Tuberculosis, vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1483,Tuberculosis, chills  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1484,Tuberculosis, chills  vomiting  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1485,Tuberculosis, chills  vomiting  fatigue  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1486,Tuberculosis, chills  vomiting  fatigue  weight loss  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1487,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1488,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1489,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum  
1490,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
1491,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
1492,Common Cold, chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1493,Common Cold, continuous sneezing  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1494,Common Cold, continuous sneezing  chills  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1495,Common Cold, continuous sneezing  chills  fatigue  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1496,Common Cold, continuous sneezing  chills  fatigue  cough  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1497,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1498,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1499,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
1500,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  chest pain  fast heart rate  rusty sputum       
1501,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
1502,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
1503,Pneumonia, fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1504,Pneumonia, chills  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1505,Pneumonia, chills  fatigue  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1506,Pneumonia, chills  fatigue  cough  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1507,Pneumonia, chills  fatigue  cough  high fever  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1508,Pneumonia, chills  fatigue  cough  high fever  breathlessness  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
1509,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  phlegm  chest pain  fast heart rate  rusty sputum       
1510,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
1511,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
1512,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
1513,Dimorphic hemmorhoids(piles), pain during bowel movements  pain in anal region  bloody stool  irritation in anus             
1514,Dimorphic hemmorhoids(piles), constipation  pain in anal region  bloody stool  irritation in anus             
1515,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  bloody stool  irritation in anus             
1516,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  irritation in anus             
1517,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool             
1518,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
1519,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
1520,Heart attack, vomiting  breathlessness  sweating  chest pain             
1521,Heart attack, vomiting  breathlessness  sweating  chest pain             
1522,Heart attack, breathlessness  sweating  chest pain              
1523,Heart attack, vomiting  sweating  chest pain              
1524,Heart attack, vomiting  breathlessness  chest pain              
1525,Heart attack, vomiting  breathlessness  sweating              
1526,Heart attack, vomiting  breathlessness  sweating  chest pain             
1527,Heart attack, breathlessness  sweating  chest pain              
1528,Heart attack, vomiting  sweating  chest pain              
1529,Heart attack, vomiting  breathlessness  chest pain              
1530,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
1531,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
1532,Varicose veins, cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
1533,Varicose veins, fatigue  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
1534,Varicose veins, fatigue  cramps  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
1535,Varicose veins, fatigue  cramps  bruising  swollen legs  swollen blood vessels  prominent veins on calf           
1536,Varicose veins, fatigue  cramps  bruising  obesity  swollen blood vessels  prominent veins on calf           
1537,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf           
1538,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels           
1539,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf           
1540,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
